,gene_ks,gene_sensitive_at_5prime,gene_sensitive_at_3prime,logFC,FDR,logFC_5p,FDR_5p,logFC_3p,FDR_3p,Desc_5p,Desc_3p,is_PTR_5p,is_PTR_3p
384,KS17gene_2092a,Tb927.8.7700,Tb927.8.7710,-1.6595551655811072,1.076013198771231e-126,-0.7301426158647759,1.4019774745387015e-54,-0.7533479906299245,1.6698480149639134e-36,amino acid transporter  putative,hypothetical protein  conserved,none,none
385,KS17gene_2093a,Tb927.8.7710,Tb927.8.7720,-1.5689612314753087,1.4463694120460059e-36,-0.7533479906299245,1.6698480149639134e-36,0.955942539792571,1.1584788823699552e-20,hypothetical protein  conserved,hypothetical protein  conserved,none,none
387,KS17gene_2098a,Tb927.8.7730,Tb927.8.7740,-3.094575483177018,0.0,-0.3439614280414245,8.885599958879246e-11,-1.81727014384968,2.4497202266126562e-135,Sphingosine N-acyltransferase  putative,amino acid transporter  putative,none,none
391,KS17gene_2109a,Tb927.8.7780,Tb927.8.7790,-1.9639163640309292,1.3589787099499639e-40,-0.21619576674080004,0.007901181687031068,0.9582472162390565,4.9796649786663605e-29,hypothetical protein  conserved,zinc finger domain  LSD1 subclass  putative,none,none
392,KS17gene_2111a,Tb927.8.7790,Tb927.8.7800,0.5440756278302936,6.760309384846625e-14,0.9582472162390565,4.9796649786663605e-29,-0.7051901452975659,1.3117963269361202e-21,zinc finger domain  LSD1 subclass  putative,hypothetical protein  conserved,none,none
393,KS17gene_2117a,Tb927.8.7830,Tb927.8.7840,-1.5986120810593452,5.861909641932011e-32,-0.6756180010445718,3.5834959844104004e-12,0.2524730879027193,0.002005567201144175,hypothetical protein  conserved,dynein heavy chain  cytosolic  putative,none,none
395,KS17gene_2123a,Tb927.8.7940,Tb927.8.7950,-2.93658611301701,4.306301106542886e-40,-0.18150202356537393,0.0010738049971065727,0.2851476107521895,5.102383433921858e-05,receptor-type adenylate cyclase GRESAG 4  putative,Flagellar Member 4,none,none
399,KS17gene_2136a,Tb927.8.8030,Tb927.8.8040,-2.289457650383863,2.717143210623284e-95,-1.4050700678807808,3.4010939316998253e-74,0.26476989773490467,1.0225227124902457e-07,emp24/gp25L/p24 family/GOLD  putative,kinetoplastid-specific phospho-protein phosphatase  putative,none,none
400,KS17gene_2139a,Tb927.8.8050,Tb927.8.8060,-1.8127519089326785,1.9604094898036213e-27,0.5550595254097119,1.4352390342105712e-39,-1.4852227405158802,1.992292944609951e-43,Nucleoporin NUP75,UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase (pseudogene)  putative,none,none
401,KS17gene_2143a,Tb927.8.8110,Tb927.8.8120,-3.2607998557303337,3.6014133530823928e-65,-0.3011756864664963,2.324868619035307e-06,0.21619808642759877,3.2082059655467665e-06,hypothetical protein  conserved,hypothetical protein  conserved,none,none
402,KS17gene_2145a,Tb927.8.8120,Tb927.8.8130,0.4061612493555714,0.008344306566779286,0.21619808642759877,3.2082059655467665e-06,-0.4907658881702745,1.7262436738813004e-07,hypothetical protein  conserved,hypothetical protein  conserved,none,none
403,KS17gene_2148a,Tb927.8.8140,Tb927.8.8150,-0.3411551122121733,1.1999007681685273e-10,-0.10544237767788263,0.15177582792078265,0.23563302835032904,1.0569380093351407e-05,small GTP-binding rab protein  putative,C2 domain containing protein  putative,none,none
404,KS17gene_2151a,Tb927.8.8160,Tb927.8.8170,-2.089992227234023,1.5740459806448887e-215,0.18984310686267641,2.0017653096021777e-05,-0.29943472421312106,1.3431701829601874e-09,SUMO-interacting motif-containing protein,RNA editing mediator complex protein 5,none,none
405,KS17gene_2158a,Tb927.8.8230,Tb927.8.8240,-2.489890396884814,2.807054879753525e-50,0.4825903720876684,9.329322061366681e-20,0.8516540300146332,4.2051117437894357e-44,amino acid transporter  putative,amino acid transporter  putative,none,none
406,KS17gene_2161a,Tb927.8.8270,Tb927.8.8280,-1.8311492950392974,7.629362915740687e-141,-0.34661834230310645,0.00039895677772640564,0.3568242634221459,1.8181059150127862e-12,hypothetical protein  conserved,hypothetical protein  conserved,none,none
409,KS17gene_2171a,Tb927.8.8330,Tb927.8.8340,1.1784676136940677,1.3603419109196224e-31,0.6726468706620351,1.222440531946983e-13,0.7284649737911247,6.058841885800935e-14,cysteine peptidase  putative,CRAL/TRIO domain containing protein  putative,none,none
411,KS17gene_2177a,Tb927.9.730,Tb927.9.740,-1.0425174305845177,2.584016012516129e-08,-0.014179608538954459,0.8377431883652942,-1.7876838602002283,1.773287384183202e-82,hypothetical protein  conserved,hypothetical protein  conserved,none,none
414,KS17gene_2197a,Tb927.9.3490,Tb927.9.3530,0.6078546575095574,5.851736405157756e-10,0.7095080199346439,2.5203871153204896e-25,-1.622604849042839,7.853631864412736e-128,hypothetical protein  conserved,U6 snRNA-associated Sm-like protein LSm6p,none,decrease
415,KS17gene_2208a,Tb927.9.3780,Tb927.9.3800,0.5039008238367628,2.632864751845048e-26,0.2012050972629809,9.229671295265716e-06,0.31575727043473756,1.4691840098357176e-11,Mitochondrial pyruvate carrier 1,kinetoplastid kinetochore protein 18,none,none
416,KS17gene_2219a,Tb927.9.4130,Tb927.9.4190,0.8354299759407166,1.5148535903867334e-15,1.7375658837629895,1.1812259975750905e-13,0.2884752943784272,1.0537515398433592e-08,hypothetical protein  conserved,fatty acyl CoA syntetase 1,none,none
417,KS17gene_2222a,Tb927.9.4190,Tb927.9.4200,-0.5827120896667819,1.3330479590687431e-25,0.2884752943784272,1.0537515398433592e-08,1.0598632061609163,6.780551288416056e-99,fatty acyl CoA syntetase 1,fatty acyl CoA synthetase 2,none,none
420,KS17gene_2255a,KS17gene_2254a,Tb927.9.4900,0.21444291859983375,0.0010683498749405505,0.2682395455814936,9.89053641790813e-07,-0.7232047705566806,2.3691714139188617e-29,none,condensin subunit 1  putative,none,none
421,KS17gene_2268a,Tb927.9.5150,Tb927.9.5170,-3.675604822713917,2.928436184168e-311,1.1651575906383036,1.858756963751261e-98,-0.3175578276710733,5.295669451681941e-10,ribosomal protein S6  putative,phosphomevalonate kinase protein  putative,none,none
422,KS17gene_2274a,Tb927.9.5240,Tb927.9.5260,0.9524406487606405,1.322626400880852e-06,-0.03310007241575852,0.618764763657095,-0.43208520305176784,1.2406066564783477e-22,mismatch repair protein MSH3  putative,ERAD-associated E3 ubiquitin-protein ligase HRD1  putative,none,increase
423,KS17gene_2283a,Tb927.9.5410,Tb927.9.5440,0.5405375540457875,4.064573125029528e-08,0.7318749963968034,5.664778004964816e-31,0.6013380330276386,1.4857812192167217e-30,hypothetical protein  conserved,actin  putative,none,none
424,KS17gene_2287a,Tb927.9.5460,Tb927.9.5490,0.8237466960101115,6.124596380935398e-13,-0.00305996391752805,0.9590541500180803,0.8205163255379948,1.3173694108923796e-65,Eukaryotic translation initiation factor 4 gamma 2,cation transporter  putative,increase,none
425,KS17gene_2289a,Tb927.9.5520,Tb927.9.5590,2.583041603125419,1.0054293695537073e-100,1.3558469566455138,3.375590021450328e-117,-0.25689564874092186,9.96059992261028e-05,ubiquitin carboxyl-terminal hydrolase  putative,DNA topoisomerase ii,none,none
426,KS17gene_2300a,Tb927.9.5860,Tb927.9.5880,0.8533270200609874,8.410346744026708e-59,1.5609631473906178,1.0900940984699213e-159,-1.1051256468657717,4.582279585366931e-33,tryparedoxin peroxidase,pre-mRNA splicing factor  putative,none,none
427,KS17gene_2304a,Tb927.9.5900,Tb927.9.5960,1.6530522679901147,1.1911105445072925e-84,1.0189972060007098,1.9072540816547347e-57,1.381182994448186,2.66329555943717e-153,glutamate dehydrogenase,succinate dehydrogenase iron-sulfur subunit  putative,none,none
429,KS17gene_2317a,Tb927.9.6210,Tb927.9.6250,-1.1514644393981879,5.962490404667256e-41,1.3956036703576051,1.5200409277931424e-51,1.6948978441222504,1.8925433472242894e-173,arginine kinase,arginine kinase,none,none
432,KS17gene_2336a,Tb927.9.6530,Tb927.9.6560,1.407215428182714,4.736029781626589e-47,-0.029818301960013442,0.5964836623690948,2.230696549762201,2.9702189528989464e-126,hypothetical protein,NAK family pseudokinase  putative,none,none
435,KS17gene_2345a,Tb927.9.6670,Tb927.9.6710,-0.483410817796582,3.955286518055756e-18,-0.6480354174779848,2.2734610948698593e-30,-0.5659105851969211,6.413587523002656e-26,hypothetical protein  conserved,kynurenine 3-monooxygenase  putative,none,none
436,KS17gene_2349a,Tb927.9.6730,Tb927.9.6760,-1.3459127330292262,2.3228022823060066e-48,-0.32021973493398126,8.813229820680454e-10,1.081059705773711,1.1247480835792895e-23,hypothetical protein  conserved,hypothetical protein  conserved,none,none
438,KS17gene_2363a,Tb927.9.7000,Tb927.9.7020,-0.22031398626621848,0.005108147479653879,0.07105793903631129,0.14442328185486203,-0.3899461494388109,4.132232169172794e-16,methyltransferase domain containing protein  putative,hypothetical protein  conserved,none,none
439,KS17gene_2371a,Tb927.9.7100,Tb927.9.7110,-1.848319209724266,4.320060002540571e-246,-1.4035240196387548,5.360733625164057e-50,1.7884165730440245,1.71140688135e-313,hypothetical protein  conserved,GRAM domain containing protein  putative,none,decrease
440,KS17gene_2374a,Tb927.9.7110,Tb927.9.7150,-0.2528187226035037,0.002319573883255891,1.7884165730440245,1.71140688135e-313,-1.0095073705493012,4.190359995687226e-12,GRAM domain containing protein  putative,RNA pseudouridylate synthase protein  putative,decrease,none
441,KS17gene_2385a,Tb927.9.7260,Tb927.9.7270,0.3215127892773884,3.245085840563764e-06,0.02325670561571889,0.7509909608500847,0.9298167527891966,4.066499342330419e-23,phytanoyl-CoA dioxygenase (PhyH)  putative,hypothetical protein,none,none
442,KS17gene_2395a,Tb927.9.11330,Tb927.9.11350,-1.9922551315753703,8.150117317964585e-271,1.3145413461249047,3.7188128355737104e-187,-0.578072677941309,4.856370394713521e-42,proteasome beta 2 subunit  putative,hypothetical protein  conserved,none,none
446,KS17gene_2425a,Tb927.9.11850,Tb927.9.11870,-1.833988998133978,4.6493623146594295e-175,0.27858495084926677,1.4653026349663672e-09,-0.30359493997546944,1.2728016108483585e-13,structural maintenance of chromosome 1  putative,zinc finger protein  putative,none,none
450,KS17gene_2449a,Tb927.9.12110,Tb927.9.12140,0.8280945009154274,4.785009348585955e-18,1.1130680030128515,1.530667534616689e-124,0.12027954542681271,0.0028223466321151626,6-phosphogluconate dehydrogenase  decarboxylating,mitochondrial carrier protein,none,none
452,KS17gene_2454a,Tb927.9.12170,Tb927.9.12200,1.211356680971909,7.338751424329914e-22,1.393160294972553,1.216508379750785e-30,0.39471147387968875,0.00015680005798121476,leucine-rich repeat protein (LRRP)  putative,60S ribosomal subunit protein L31  putative,none,none
453,KS17gene_2460a,Tb927.9.12300,Tb927.9.12310,0.42314587659766106,0.0029676155426185884,0.5577615284984858,2.1344502147619487e-31,-0.4788710068155613,8.109637116866123e-09,replication factor C  subunit 3  putative,hypothetical protein  conserved,none,none
456,KS17gene_2475a,Tb927.9.12470,Tb927.9.12480,-1.0738307897362183,8.362976189363986e-82,0.49031937780058654,1.1203462925849188e-29,0.35744186977934794,1.1756669688235184e-07,inositol polyphosphate multikinase,dynein light chain type 1  putative,none,none
458,KS17gene_2484a,Tb927.9.12690,Tb927.9.12700,0.4214662334187477,3.59468989318397e-05,0.524491855333995,4.943761499402421e-10,0.7266346000335475,4.4794281703656645e-44,prenyl protein specific carboxyl methyltransferase,phospholipase A1  putative,none,none
459,KS17gene_2486a,Tb927.9.12700,Tb927.9.12710,0.41320829859569375,6.381173506536988e-07,0.7266346000335475,4.4794281703656645e-44,-0.6993844781797259,2.0751675240261783e-38,phospholipase A1  putative,hypothetical protein  conserved,none,none
460,KS17gene_2491a,Tb927.9.12740,Tb927.9.12750,-1.2947166832705608,7.614998745173021e-60,-0.3102813028213381,8.42864971516329e-07,0.8217753604348862,1.5092300843501685e-39,Zeta toxin  putative,hypothetical protein  conserved,none,none
461,KS17gene_2495a,Tb927.9.12780,Tb927.9.12790,0.5854572761741632,2.792180846894187e-10,-0.32875838213808106,5.912747768832891e-06,0.14524369605331658,0.009511813891974287,Leucine carboxyl methyltransferase/Cupin-like domain containing protein  putative,dolichol kinase  putative,none,none
465,KS17gene_2525a,Tb927.9.13070,Tb927.9.13100,0.6518024262326513,2.3903311068833176e-19,0.3540071351204085,2.3563320694333323e-06,-0.3532160428720778,1.2523311256877278e-10,Heat shock factor binding 1 domain-containing protein,ankyrin repeat protein  putative,none,none
468,KS17gene_2541a,Tb927.9.14570,KS17gene_2542a,-1.1218573530147002,3.673572232916256e-43,-0.10829853082406815,0.062662575985965,-0.9462433906403327,2.8013359623260653e-40,leucine-rich repeat protein (LRRP)  putative,none,none,none
469,KS17gene_2554a,Tb927.9.15010,Tb927.9.15020,-1.2633301308463372,1.1270355220429072e-150,-0.6562114847457496,1.6699899988332235e-51,-0.7186931492522411,2.1031693022666835e-45,NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit  putative,hypothetical protein  conserved,none,none
470,KS17gene_2561a,Tb927.9.15070,Tb927.9.15080,1.6319162082245462,8.989293443779637e-78,0.8640585646384136,1.3916749651415086e-63,-0.9610977129130308,4.7152775658426035e-52,hypothetical protein  conserved,hypothetical protein  conserved,none,none
471,KS17gene_2567a,Tb927.9.15210,Tb927.9.15230,-1.5561040072687515,3.574394176143328e-111,-1.595598862366443,2.625316158150893e-63,-0.2821138362270457,9.109985984651904e-09,ribosomal protein L36  putative,hypothetical protein  conserved,none,none
472,KS17gene_2577a,Tb927.9.15460,Tb927.9.15470,0.7619337974600962,2.678842898829053e-26,0.8535986792153837,5.941265452268497e-40,0.7230659893717694,8.665226243973734e-55,calcium motive p-type ATPase  putative,kinesin  putative,none,none
473,KS17gene_2580a,Tb927.9.15480,Tb927.9.15490,0.6438607106767499,6.528900386947238e-13,-0.06348772809281746,0.514591110052289,0.4484658122297931,7.987180834344571e-16,hypothetical protein,ADP-ribosylation factor GTPase activating protein  putative,none,none
475,KS17gene_2611a,Tb927.10.350,Tb927.10.360,1.0223351329565675,2.4877263825194603e-11,1.0223365574325192,1.1716030981950155e-33,0.4499385285989355,8.475948050098609e-20,protein kinase PK4  putative,hypothetical protein  conserved,none,none
476,KS17gene_2619a,Tb927.10.450,Tb927.10.460,1.1378266445038678,5.5451086969616105e-21,0.7234932366803724,2.359905134182712e-12,0.25525627630311515,9.270285363438125e-05,Component of motile flagella 62,NIMA-related protein kinase,increase,none
478,KS17gene_2622a,Tb927.10.510,Tb927.10.520,0.7165621854030166,1.3842315857374266e-09,1.117180060700471,3.407251971488533e-75,1.6390071892016103,1.0093291923133093e-195,Present in the outer mitochondrial membrane proteome 19,Mitochondrial ATP synthase subunit  putative,none,none
479,KS17gene_2624a,Tb927.10.540,Tb927.10.550,1.2073893254323966,1.587129488045804e-54,1.7811036574030494,1.1735708238816527e-194,-0.5509696688252721,4.587295025887865e-11,ATP-dependent RNA helicase SUB2  putative,hypothetical protein  conserved,none,decrease
481,KS17gene_2637a,Tb927.10.730,Tb927.10.740,-1.670368755891183,2.621944434196035e-26,0.33860971325189987,1.789597893099521e-08,-0.7353976082505599,2.528854593310533e-17,ATP synthase  putative,structural maintenance of chromosome 4  putative,none,none
483,KS17gene_2665a,Tb927.10.1820,Tb927.10.1830,0.49286637283891627,1.5804562283022454e-11,0.8673920312762624,9.658723957834435e-37,-0.38953737460864674,8.896722268615558e-14,hypothetical protein  conserved,syntaxin  putative,none,none
486,KS17gene_2690a,Tb927.10.2210,Tb927.10.2220,0.8498636676838138,6.385760239190714e-25,0.29149641567527235,6.040285409675773e-07,-0.4738634358788367,1.4652489815791383e-15,Peptidase C19  ubiquitin carboxyl-terminal hydrolase  putative,PIWI-like protein,none,none
490,KS17gene_2718a,Tb927.10.2530,Tb927.10.2540,1.9002662038252927,2.757361596603566e-128,2.069439356156838,4.3535297885081074e-256,-0.2503794854987045,5.098030341163335e-09,adenylate kinase  putative,adenylate kinase  putative,none,none
491,KS17gene_2723a,Tb927.10.2560,Tb927.10.2570,0.9662740540342473,9.501797799179385e-42,0.8681475399591181,7.301328202806912e-33,-0.32529773882543944,1.4564461971582073e-14,mitochondrial malate dehydrogenase,lysosomal alpha-mannosidase precursor  putative,none,none
492,KS17gene_2729a,Tb927.10.2620,Tb927.10.2630,-1.5018015408973586,5.025603866492087e-125,0.7724802763954814,1.0741924402980352e-59,0.5330733192658412,1.0463603873100699e-39,CS domain containing protein  putative,Regulator of Vps4 activity in the MVB pathway  putative,none,none
494,KS17gene_2741a,Tb927.10.2730,Tb927.10.2750,-1.925630174317728,6.853894965082255e-194,1.675823883590185,0.0,-0.7281882024658827,1.9142725876281968e-76,START domain containing protein  putative,deoxyhypusine synthase,none,none
495,KS17gene_2755a,Tb927.10.2910,Tb927.10.2920,0.8514508738784975,1.2985739084767776e-48,-0.07774624825340473,0.1232526612758514,-0.41519097997331283,2.9701668028612054e-16,splicing factor PTSR1 interacting protein,SUMO-interacting motif-containing protein,none,none
497,KS17gene_2761a,Tb927.10.2960,Tb927.10.2970,0.7675257637040149,3.773128223087654e-18,-0.4093840453494054,6.898611631726178e-22,0.9789713055797263,4.283089372221868e-26,Translation factor GUF1  mitochondrial  putative,hypothetical protein  conserved,none,none
501,KS17gene_2784a,Tb927.10.3260,Tb927.10.3270,1.4716976100291639,4.014066383763005e-42,0.9073571831453792,4.61604278660573e-41,-0.944564573112348,5.5623745100533593e-42,Long-chain-fatty-acid--CoA ligase 5 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 5) (LACS 5)  putative,hypothetical protein  conserved,none,none
502,KS17gene_2801a,Tb927.10.3510,Tb927.10.3520,-1.0327285382394182,4.6175716176344084e-61,-0.4298348890745774,3.0259761174491554e-18,0.7218356352219469,2.96190382235643e-66,tRNA pseudouridine synthase D (TruD)  putative,protease regulatory ATPase subunit 4,none,none
503,KS17gene_2803a,Tb927.10.3520,Tb927.10.3530,-1.2780130324647698,3.9755751678746966e-27,0.7218356352219469,2.96190382235643e-66,0.2452807271715807,0.00022660178234237935,protease regulatory ATPase subunit 4,hypothetical protein  conserved,none,none
504,KS17gene_2808a,Tb927.10.3600,Tb927.10.3610,-0.6706055482134053,0.0007527286260765657,-0.5603550393223641,2.350163295205305e-06,-0.6601217131512291,1.151827283809453e-43,hypothetical protein  conserved,hypothetical protein  conserved,none,none
505,KS17gene_2832a,Tb927.10.5160,Tb927.10.5170,0.4975686810705381,7.028278287892346e-07,1.693613344646973,0.00010483681414110029,0.45841178521135995,6.900832776819326e-26,hypothetical protein,XPC-binding domain containing protein  putative,none,none
506,KS17gene_2834a,Tb927.10.5390,Tb927.10.5400,0.5364650783706869,3.714858576235504e-06,-0.7898386611263501,1.5180692388431814e-53,-0.6110072106235916,1.0938219601631719e-36,hypothetical protein  conserved,hypothetical protein  conserved,none,none
508,KS17gene_2846a,Tb927.10.5520,Tb927.10.5530,1.0556604244141168,1.8562735091923798e-20,1.6784558342138312,3.773144232682958e-305,0.28942363051967673,2.1176082234536498e-11,AmmeMemoRadiSam system protein B  putative,hypothetical protein  conserved,none,none
510,KS17gene_2879a,Tb927.10.6550,Tb927.10.6560,-2.289323530981116,4.6175722769035595e-230,0.47131369266976736,4.022123304378721e-16,-0.7895333772266793,1.1408070976118876e-29,Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region/Zinc-finger (CX5CX6HX5H) motif containing protein  putative,Protein of unknown function DUF72  putative,none,none
512,KS17gene_2888a,Tb927.10.6640,Tb927.10.6650,-1.2654914629267784,9.940717677338515e-29,-0.07544294388986361,0.16279073676954955,-0.887275283979709,1.8894679405007055e-64,transmembrane emp24 domain-containing protein,G10 protein homologue  putative,decrease,none
513,KS17gene_2899a,Tb927.10.6820,Tb927.10.6830,-0.46007946839226477,1.1765552279978709e-06,-0.08347762072740526,0.10013406946651796,-0.34406319928090834,1.1318761764128116e-07,hypothetical protein  conserved,bardet-biedl syndrome 4 protein,none,none
514,KS17gene_2901a,Tb927.10.6840,Tb927.10.6850,-0.5227094880910879,0.00013596421964488694,0.5103472602353817,6.169123814574795e-20,-0.9578115767891499,3.7384775406041118e-65,hypothetical protein  conserved,Mitochondrial ribosomal protein S18  putative,none,none
516,KS17gene_2934a,Tb927.10.8570,Tb927.10.8580,0.6333225633514565,2.7680522536064047e-11,-0.3926120814568006,1.326766768024418e-13,0.3695887575880575,3.38753957230811e-10,hypothetical protein  conserved,ADP-ribosylation factor-like protein 3b  putative,none,none
519,KS17gene_2955a,Tb927.10.8830,Tb927.10.8840,1.3656881544797748,6.409107640152935e-32,1.3681762587775645,3.5489799532254896e-107,-0.7776983890252315,2.1749043867037137e-58,Flagellum attachment zone protein 5,SUMO-interacting motif-containing protein,none,none
521,KS17gene_2961a,Tb927.10.8890,Tb927.10.8900,-1.969507385486235,2.0419482453871826e-52,1.2602780321352005,6.671469703962459e-42,1.2066912470506368,1.0334192495547004e-14,kinetoplast DNA-associated protein  putative,choline/ethanolamine phosphotransferase (CEPT),none,none
522,KS17gene_2964a,Tb927.10.8930,Tb927.10.8940,-1.9200432213551433,2.8350553308419327e-81,0.7257492117131261,2.4101050833474502e-48,2.559283784788841,5.189215278746047e-149,paraflagellar rod component  putative,flagellum targeting protein kharon1  putative,none,none
523,KS17gene_2975a,Tb927.10.9080,Tb927.10.9090,-0.8394374575949437,2.2419343259170436e-12,-1.8724207832232114,2.170932798204872e-28,0.7027015707647063,1.8302321256989807e-19,pteridine transporter  putative,Cullin binding  putative,none,none
525,KS17gene_3009a,Tb927.10.9450,Tb927.10.9465,-0.9968891630789068,5.2236467252923395e-39,0.42473268030598366,7.33029790741315e-08,0.5650959555172106,1.4072470803369638e-05,invariant surface glycoprotein  putative,hypothetical protein,none,none
526,KS17gene_3012a,Tb927.10.9570,Tb927.10.9590,-1.0890304631196597,1.4946137367596314e-105,0.5665155802947838,4.007386505649611e-15,-0.8042180070124402,8.85202818885658e-45,paraflagellar rod component  putative,hypothetical protein  conserved,none,none
527,KS17gene_3020a,Tb927.10.9710,Tb927.10.9720,1.4832398767471227,3.2275229154924766e-32,2.2092676040367203,1.4507048562907408e-74,-0.48817045376336,1.1800841628735968e-12,hypothetical protein,RNA-editing-associated protein 1,none,none
528,KS17gene_3027a,Tb927.10.9770,Tb927.10.9780,-2.4348063444629386,0.0,-0.5438621226910303,5.253344313313253e-28,-0.6577789241255421,6.733635598817875e-34,gamma-tubulin complex component 2,ATP-dependent DEAD/H RNA helicase  putative,none,none
530,KS17gene_3039a,Tb927.10.9910,Tb927.10.9920,1.4773395878410296,3.664023198739471e-46,1.1891433434559602,1.7051757836446575e-26,1.0411115362285956,1.6757102756354573e-59,PSP1 C-terminal conserved region  putative,hypothetical protein  conserved,none,none
532,KS17gene_3066a,Tb927.10.11310,Tb927.10.11330,-0.9609038883565599,1.52858213516445e-75,-0.6061807536361074,9.651746606143122e-31,0.27265978931857393,4.185028573169469e-10,intraflagellar transport protein 57/55,EF-hand domain pair  putative,none,none
533,KS17gene_3068a,Tb927.10.11340,Tb927.10.11350,1.07122083276485,1.82048823916758e-31,0.42455698961911315,2.0198774323088995e-09,0.47076564258995096,1.983572192661756e-14,hypothetical protein  conserved,LSU ribosomal protein  mitochondrial  putative,none,none
534,KS17gene_3078a,Tb927.10.11430,Tb927.10.11440,0.8151880694399259,1.613366687043499e-22,-1.4048127793107887,3.627807624582734e-220,0.8285212484776475,2.3205478879407133e-36,hypothetical protein  conserved,G1 cyclin CycE4  putative,none,none
535,KS17gene_3091a,Tb927.10.11580,Tb927.10.11590,-0.9219073216627671,4.744369694232412e-16,-0.7855121420733346,2.8837213166534825e-18,0.635529734104266,1.7771881082382702e-42,predicted WD40 repeat protein,nicotinate phosphoribosyltransferase  putative,none,none
536,KS17gene_3093a,Tb927.10.11590,Tb927.10.11600,0.754277493909507,6.741523120777654e-13,0.635529734104266,1.7771881082382702e-42,0.8780222308373159,2.412328093076464e-30,nicotinate phosphoribosyltransferase  putative,hypothetical protein  conserved,none,increase
537,KS17gene_3104a,Tb927.10.11750,Tb927.10.11760,3.015917405334723,1.9174911503857509e-94,-0.8664491193840712,4.142874057011689e-45,1.8338249109591827,1.1423153697673922e-94,hypothetical protein  conserved,pumilio/PUF RNA binding protein 6,none,none
539,KS17gene_3122a,Tb927.10.11930,Tb927.10.11940,0.9514303331570613,1.3159649052601738e-17,1.0352449424049854,2.0166269570370034e-97,-0.5335021223948638,1.2940583346099094e-13,beta-D-hydroxybutyrate dehydrogenase,ABC1 protein  putative,none,none
540,KS17gene_3132a,Tb927.10.12030,Tb927.10.12040,2.064889351023464,9.5326239902457e-101,2.1897171353202936,8.244791635625284e-129,0.7241191672064656,2.8597237351172703e-18,hypothetical protein  conserved,mitogen-activated protein kinase 11  putative,none,none
542,KS17gene_3137a,Tb927.10.12080,Tb927.10.12090,-2.568962264256698,6.4019510424990565e-105,-0.017859019024496645,0.7902141773748335,0.8746217428316803,9.830196657070355e-60,hypothetical protein  conserved,RNA-binding protein  putative,none,none
543,KS17gene_3141a,Tb927.10.12120,Tb927.10.12130,1.0533771485412953,6.976585183743654e-21,-0.3370837664075591,3.839028184605053e-14,-0.8656763367231676,4.353946229266458e-50,hypothetical protein  conserved,Ubiquitin family  putative,none,none
546,KS17gene_3167a,Tb927.10.14930,Tb927.10.14950,0.3606300136604678,5.631161430225249e-07,2.2955189677639485,1.9129197952558787e-31,1.4427672967139147,3.4924893328202765e-85,Zinc finger CCCH domain-containing protein 39,Zinc finger CCCH domain-containing protein 40,increase,increase
548,KS17gene_3186a,Tb927.10.15180,Tb927.10.15190,1.571205848822104,2.2079763810341766e-56,1.4345592588449596,4.00749262611471e-36,-0.2466280349457668,2.747815740385429e-07,nucleosome assembly protein  putative,Basal body protein,none,none
550,KS17gene_3196a,Tb927.10.15310,Tb927.10.15320,1.585708763771791,7.606088479442913e-20,1.8832125496190828,6.543288164166024e-13,0.984618523740952,5.754203726362267e-41,hypothetical protein  conserved,hypothetical protein  conserved,increase,none
551,KS17gene_3199a,Tb927.10.15340,Tb927.10.15350,2.215013597301239,8.284653644101948e-71,1.7219596198511082,1.07141284802732e-36,2.417376158904441,2.9530802290115844e-184,hypothetical protein,histone H3 variant V,none,none
553,KS17gene_3205a,Tb927.10.15430,Tb927.10.15440,1.0730584197138353,9.26551184003672e-44,0.38045939116491423,9.348742973317091e-13,0.16420862406613432,0.007562748606402443,Ankyrin repeats (3 copies)  putative,hypothetical protein  conserved,none,none
555,KS17gene_3213a,Tb927.10.15540,Tb927.10.15550,0.4826494815652949,1.156247158707654e-07,-0.25742756127585237,5.6385915491063995e-06,-0.3928935958515567,4.549676819386106e-16,predicted VPS53-like domain protein,hypothetical protein  conserved,none,none
556,KS17gene_3220a,Tb927.10.15660,Tb927.10.15670,-1.0367357864860673,2.571164241158053e-20,-0.10824501546456207,0.035096631329840984,-0.6018945154249791,2.1549052093912506e-34,hypothetical protein  conserved,hypothetical protein  conserved,none,none
557,KS17gene_3225a,Tb927.10.15710,Tb927.10.15720,-0.5159135187559406,9.229949254088787e-09,0.27268187749884176,7.1897827176555e-07,1.2254874661246093,6.478695907325806e-105,mitochondrial carrier protein,proteasome regulatory non-ATP-ase subunit 9,none,none
558,KS17gene_3227a,Tb927.10.15720,Tb927.10.15730,1.0773724872785346,2.412392199929511e-62,1.2254874661246093,6.478695907325806e-105,-0.1824257536878125,0.0053394958516860686,proteasome regulatory non-ATP-ase subunit 9,SPRY domain/Ankyrin repeats (3 copies)  putative,none,none
560,KS17gene_3238a,Tb927.10.16050,Tb927.10.16060,-2.214987853788654,5.166982490259615e-108,-0.8747200046477015,2.493920981320884e-52,-1.1143743746421082,8.523104679477276e-84,hypothetical protein  conserved,hypothetical protein  conserved,none,none
